Company ID,name,Website,Number of Locations Band,Years in Business Band,Employee Band,Revenue Band
12715015,DataSkill,dataskill.com, 10-29, 31+, 100-499, $10M-$24.9M
111936523,,,,,,
118621197,Altrup Ingenieria,altrup.com, 1-9, 16-20, 1-9, $500K-$999K
12452879,Sentinela Security,sentinelasecurity.com.br, 1-9, 21-25, 1-9, $500K-$999K
13370384,Intelpub,intelpub.com.ar, 1-9, 21-25, 1-9, <$100K
15205392,Puerto Vallarta Computers,puertovallartacomputers.com, 1-9, 06-08, 1-9, <$100K
13370386,Info World Tecnologia E Inform,infoworld.com.br, 1-9, 26-30, 10-99, $1M-$2.49M
111936530,INTEGRATI S,integrati.co, 1-9,-, 1-9, $500K-$999K
118621199,,,,,,
12452882,Procom It Solutions,procomitsolutions.com, 1-9, 11-15, 10-99, $1M-$2.49M
13108252,Caribbean Technology Solutions,caribtechsol.com, 1-9, 16-20, 1-9, $500K-$999K
12715037,ITS Group,itsgroup.com.br, 1-9, 21-25, 100-499, $10M-$24.9M
118621214,Albatross System,albatross.com.pl, 1-9, 16-20, 10-99, $1M-$2.49M
12452894,Datarecoveryns,datarecoveryns.com, 1-9, 04-05, 1-9, <$100K
13370410,,,,,,
15205419,Problem Solution Services,problemsolutionservices.com, 1-9, 04-05, 1-9, <$100K
12452916,Vs-sistemas,vssistemas.com.br, 1-9, 16-20, 1-9, <$100K
114951222,Augment,goaugment.io, 1-9, 09-10, 10-99, $1M-$2.49M
118621238,etracking - rastreabilidade de explosivos,etracking.com.br, 1-9, 11-15, 1-9, <$100K
12583995,COMDITEL,comditel.com.mx, 1-9, 06-08, 10-99, $1M-$2.49M
111805503,Dwsul Solucoes Em Informatica,dwplus.com.br, 1-9, 16-20, 1-9, <$100K
12715072,ISC,isc.cl, 1-9, 31+, 100-499, $10M-$24.9M
15205444,Rocking Chair Software,rockingchairsoftware.com, 1-9, 02-03, 10-99, $1M-$2.49M
118621252,atile.branding,atile.com.br, 1-9, 16-20, 10-99, $1M-$2.49M
111936582,Best Practices Consulting,bestpractices.com.mx, 1-9, 11-15, 10-99, $1M-$2.49M
111936583,CYBERLAND-TI,cyberland-ti.com, 1-9,-, 1-9, $500K-$999K
111674440,"RAMOS & ROCHA, LDA",ramos-rocha.pt, 1-9, 31+, 1-9, $100K-$499K
12715080,Global Soft Union,globalsoftunion.com.br, 1-9, 04-05, 1-9, <$100K
12452939,2bits.Com,2bits.com, 1-9, 26-30, 1-9, $500K-$999K
12584015,max center,maxcenter.com.pe, 1-9, 06-08, 1-9, <$100K
15205462,Riovmedia,riovmedia.com, 1-9, 04-05, 1-9, <$100K
15205463,Rbtech Fs,rbtechfs.com, 1-9, 06-08, 1-9, <$100K
12584026,BSD Solutions,bsdsolutions.com.ar, 1-9, 16-20, 10-99, $1M-$2.49M
12452954,ClearSale,clear.sale, 1-9, 21-25," 1,000+", $50M-$99M
118621275,ALTIMUS DESENVOLVIMENTO DE SOFTWARE,altimus.com.br, 1-9, 16-20, 10-99, $500K-$999K
111805533,Ftp Inform,ftpinformatica.com, 1-9, 16-20, 1-9, $500K-$999K
12452959,Saturn Cloud,saturncloud.io, 1-9, 06-08, 10-99, $1M-$2.49M
13108325,Jetcomputacion,jetcomputacion.com.mx, 1-9, 04-05, 1-9, <$100K
12452967,sinsoft informatica,sinsoft.com.br, 1-9, 21-25, 1-9, <$100K
15205480,Pyramis Technology,pyramistechnology.com, 1-9, 04-05, 1-9, <$100K
118621289,Midea Group,midea-group.com, 1-9, 31+," 1,000+", $25B+
13108330,katarisoft,katarisoft.com, 1-9, 11-15, 1-9, <$100K
114951282,Gsf Service,gsfservice.com.br, 1-9, 26-30, 10-99, $1M-$2.49M
12584051,Deintec,deintec.com, 1-9, 21-25, 100-499, $10M-$24.9M
92144755,Informatica y Oficinas,informaticayoficinas.com, 1-9, 04-05, 10-99, $1M-$2.49M
111674486,Solticorp,solticorp.com, 1-9,-, 1-9, $500K-$999K
115082359,besec - tecnologia,besec.com.br, 1-9, 06-08, 1-9, <$100K
12452982,redes tecnologia,redestecnologia.com.br, 1-9, 21-25, 1-9, <$100K
12715128,"Soluciones de GPC, S. de R.L. de C.V",gpcinc.mx, 1-9, 11-15, 10-99, $100K-$499K
118621305,bmc technologies srl,bmctech.pe, 1-9, 09-10, 1-9, <$100K
12715135,Satcom Direct,satcomdirect.com, 30-49, 26-30, 100-499, $1M-$2.49M
115344512,SAHURO,sahuro.com, 1-9, 16-20, 100-499, $10M-$24.9M
12452992,Athena Soft,athenasoft.com.mx, 1-9, 21-25, 1-9, $500K-$999K
12715140,Interlinked Pty Ltd,interlinked.com.au, 1-9, 21-25, 10-99, $1M-$2.49M
12715143,Roboticsmaktum,roboticsmaktum.com.mx, 1-9, 04-05, 1-9, <$100K
118621322,boltech rastreadores,boltech.com.br, 1-9, 09-10, 1-9, <$100K
15205515,Softquimia,softquimia.com, 1-9, 09-10, 1-9, <$100K
115213451,zive information technology,ziveit.com, 1-9, 09-10, 1-9, <$100K
118621328,,,,,,
12453009,Webhosting,webhosting.com.pe, 1-9, 31+, 1-9, <$100K
115082387,CLOUD THINK GROUP,ctgcr.cloud, 1-9, 00-01, 1-9, <$100K
12715157,sistenet,sistenet.com.mx, 1-9, 11-15, 1-9, <$100K
13108376,Discomp Computacion,discompindustrial.com, 1-9, 06-08, 1-9, <$100K
115082393,A.G. FERREIRA CONSULTORIA EM TECNOLOGIA DA INFORMACAO,a2id.com.br, 1-9,-, 1-9, <$100K
15205529,sistemasperuweb,sistemasperuweb.com, 1-9, 11-15, 1-9, <$100K
12715160,WLB Soluciones,wlb-soluciones.com, 1-9, 16-20, 1-9, <$100K
15205535,Admooh,site.admooh.com, 1-9, 02-03, 1-9, $500K-$999K
118621343,WORLD SOFTWARE,wscfc.com.br, 1-9, 11-15, 1-9, $100K-$499K
118621349,autoproyect e.i.r.l.,autoproyect.com, 1-9, 11-15, 1-9, <$100K
13108393,Ti,ticorporation.com, 1-9, 16-20, 1-9, <$100K
118621353,brute force security,bruteforce.com.br, 1-9, 06-08, 1-9, <$100K
92013742,Indicium Tech,indicium.tech, 1-9, 06-08, 10-99, $1M-$2.49M
12453038,Winstelecom,winstelecom.com.pa, 1-9, 04-05, 1-9, <$100K
118621362,GRUPO SAIKO,gruposaiko.com, 1-9, 06-08, 1-9, <$100K
15205560,Satsure,satsure.co, 1-9, 09-10, 10-99, $1M-$2.49M
12584123,Thinkhub Tech,thinkhub.biz, 1-9, 06-08, 1-9, $500K-$999K
92013759,"Arnaldo Colon Padilla, CPA, PSC",insolpr.com, 1-9, 21-25, 1-9, $500K-$999K
115082437,AXIANS,axians.com.br, 1-9, 31+, 10-99, $10M-$24.9M
111674572,FRONT,fronte.mx, 1-9, 31+, 10-99, $500K-$999K
115082448,BASSNET WIRELESS & NETWORKS SOLUTIONS,bassnet.com.mx, 1-9, 31+, 1-9, <$100K
12584146,Emesa Soluciones Informaticas,emesa.com, 1-9, 31+, 10-99, $5M-$9.9M
13370578,WITEC Group of Companies,witec.net, 10-29, 16-20, 100-499, $10M-$24.9M
12453077,Bloomberg,bloomberg.com, 100+, 31+," 1,000+", $10B-$24.9B
118621397,S. De Servicios De Marketing,soex.cl, 1-9, 21-25, 1-9, $100K-$499K
12453085,PRODUS SOLUCOES EM TI,produs.com.br, 1-9, 31+, 10-99, $1M-$2.49M
115344608,saao,saao.mx, 1-9, 06-08, 1-9, <$100K
12584161,Webcap Studio,webcap.com, 1-9, 09-10, 10-99, $1M-$2.49M
15205605,Softdevremote,softdevremote.com, 1-9, 06-08, 1-9, <$100K
115082473,Bombieri - Fabrica de Software,bombieri.com.ar, 1-9, 16-20, 1-9, $500K-$999K
15205610,Softgreen,softgreen.com.co, 1-9, 09-10, 1-9, <$100K
111805680,Schweitzer Engineering Laboratories,selinc.com, 10-29, 31+," 1,000+", $500M-$999M
118621427,servidor nuvem,servidornanuvem.com.br, 10-29, 11-15, 1-9, <$100K
13108468,Leancloud,leancloud.cn, 1-9, 11-15, 10-99, $1M-$2.49M
92275957,,,,,,
111543542,Kodio,kod.io, 1-9, 06-08, 10-99, $1M-$2.49M
12846328,Coherent Solutions,coherentsolutions.com, 10-29, 26-30," 1,000+", $10M-$24.9M
12453117,Microsul Comercio e Servicos para Informatica Ltda,microsul.com.br, 1-9, 31+, 100-499, $10M-$24.9M
15205631,Softgym,soft-gym.com, 1-9, 04-05, 1-9, <$100K
111543553,Offitek,offitek.com.do, 1-9,-, 10-99, $5M-$9.9M
118621441,startup dados e sistemas,startupnet.com.br, 1-9, 26-30, 1-9, <$100K
12453126,Netsource,netsource.com.br, 1-9, 26-30, 1-9, <$100K
115082504,CC RED CABLEADO Y TELECOM,ccred.com.mx, 1-9, 04-05, 1-9, <$100K
12584201,Integration Development and Automation Systems de C.V.,ideasweb.com.mx, 1-9, 11-15, 10-99, $500K-$999K
15205642,SYSTEMTRENDS,systemtrends.net, 1-9, 06-08, 1-9, $100K-$499K
15205644,Technology Navigators,technav.co, 1-9, 04-05, 1-9, <$100K
12453133,Ramdac Technology,ramdactech.com, 1-9, 04-05, 1-9, <$100K
118621459,SISINFO - CONSULTORES ASSOCIADOS,sisinfo.com.br, 1-9, 21-25, 1-9, $100K-$499K
15205653,,,,,,
118621463,"SCORPION CIRCLE, UNIPESSOAL",scorpioncircle.com, 1-9, 09-10, 10-99, $2.5M-$4.9M
15205657,techwink services,techwink.net, 1-9, 11-15, 1-9, <$100K
107349275,Optimissa Servicios Profesionales,optimissa.com, 10-29, 16-20, 500-999, $25M-$49M
118621468,"Rodriguez Gomez, Vicente",rodriguez-carmona.com, 1-9, 04-05, 1-9, <$100K
115082530,cloudfactory,cloudfactory.com.bo, 1-9,-, 1-9, <$100K
15205668,Softston,softston.com, 1-9, 04-05, 1-9, <$100K
12846374,Modulus Informatica,modulusti.com, 1-9, 04-05, 1-9, <$100K
118621485,SEQUENZA IT SOLUTIONS,sequenza.com.br, 1-9, 11-15, 10-99, $1M-$2.49M
115082545,COMPURED,compuredstore.com, 1-9,-, 10-99, $5M-$9.9M
13108532,,,,,,
118621493,rfpro innovacion tecnologica,rfpro.mx, 1-9, 09-10, 1-9, <$100K
13108539,Sublime Solutions,sublimesolutions.com, 1-9, 11-15, 1-9, $100K-$499K
12846397,Wipfli,sparrowedge.com, 1-9, 04-05, 1-9, <$100K
118621501,RAP SISTEMAS DE INFORMATICA,rapsistemas.com.br, 1-9, 11-15, 1-9, <$100K
118621503,,,,,,
13108548,Douglas Ferreira Lima 11815381817,maissolucoesemti.com.br, 1-9, 04-05, 1-9, <$100K
92013899,TELEO PRACTICE SERVICES,teleoservices.com, 1-9, 04-05, 1-9, $100K-$499K
115082574,CYBERSEC S,cybersecgroup.co, 1-9,-, 1-9, $100K-$499K
118621520,STANDARD IT,standardit.com.br, 1-9, 11-15, 10-99, $100K-$499K
118621522,visual info sistemas e servicos,sincronia.com.br, 1-9,-, 1-9, <$100K
118621525,sistemas ddo,sistemasddo.com.br, 1-9, 11-15, 1-9, <$100K
12453210,NouvaTech,nouvatech.com, 1-9, 16-20, 1-9, $500K-$999K
12453213,Innovate Group,innovategroup.agency, 1-9, 11-15, 10-99, $1M-$2.49M
115082592,Dcaro Solutions,dcaro.com.co, 1-9, 16-20, 1-9, $500K-$999K
115082600,dhala cyberdefense bouclier cyber des pme.,dhala.fr, 10-29,-, 1-9, <$100K
115082603,digent,digent.tech, 1-9, 02-03, 1-9, <$100K
107218283,GROK TECNOLOGIA E AUTOMACAO,grok.inf.br, 1-9, 31+, 1-9, $100K-$499K
111936892,Tecnicanet,tecnicanet.com, 1-9, 26-30, 1-9, <$100K
12584317,SYSTEM SERVICE SRL,systemservice.it, 1-9, 21-25, 1-9, <$100K
115082625,,,,,,
13108615,proxsys comercio e manutencao de produtos eletronicos,proxsys.com.br, 1-9, 16-20, 1-9, <$100K
92145039,Publicidad Web Mexico,publicidadwebmexico.com.mx, 1-9, 11-15, 1-9, <$100K
12846485,,,,,,
115082646,CXLAB,cxlab.lat, 1-9,-, 1-9, <$100K
12846490,,,,,,
118621595,SIGA MAIS DETETIZACAO E CONTROLE DE PRAGAS,sigamaisrastreamento.com.br, 1-9, 11-15, 1-9, <$100K
118621596,LE BALAOU,redsnapper.net, 1-9, 26-30, 1-9, $1M-$2.49M
12584349,Ka Solution,kasolution.com.br, 1-9, 31+, 100-499, $10M-$24.9M
111805854,Souza It - Tecnologia & Servicos Eireli - Me,souzait.com.br, 1-9, 11-15, 1-9, <$100K
12846496,Report System,reportsystem.com.ar, 1-9, 31+, 1-9, <$100K
12846501,lookdata,lookdata.cl, 1-9, 09-10, 1-9, <$100K
115344806,scansist assessoria e consultoria em sistemas me,scansist.com.br, 1-9, 21-25, 1-9, <$100K
111805865,Berfinex,berfinex.com, 1-9,-, 10-99, <$100K
12715436,"Nubosperta, S.A.P.I. de C.V.",nubosperta.com, 1-9, 09-10, 10-99, $1M-$2.49M
107218349,UK,dgt.uk.net, 1-9, 16-20, 1-9, $500K-$999K
118621614,Lealto,lealto.com, 1-9, 06-08, 1-9, $500K-$999K
107349422,Optare Solutions,optaresolutions.com, 1-9, 21-25, 10-99, $2.5M-$4.9M
12453295,W Informatica,winformatica.com.br, 1-9, 04-05, 1-9, <$100K
118621618,bestauction,bestauction.com, 1-9, 06-08, 1-9, <$100K
115082677,COSMOS AYG,cosmosayg.com, 1-9,-, 1-9, <$100K
12715453,Thi Quinteiro Desenvolvimento web,thiagoquinteiro.com, 1-9, 16-20, 1-9, $500K-$999K
115082687,ayt1.group,ayt1.group, 1-9, 11-15, 1-9, <$100K
12584391,,,,,,
12584393,Choapa Soluciones,choapasoluciones.cl, 1-9, 31+, 1-9, <$100K
115082700,Henrique Douglas Jacome De Souza - Blue Sec Tecnologia,bluesec.com.br, 1-9, 02-03, 1-9, <$100K
111805900,,,,,,
12846542,Absystems,abseamar.com, 1-9, 02-03, 1-9, <$100K
118621648,CROSSNETC.,crossnet.ws, 1-9, 11-15, 10-99, $1M-$2.49M
15205843,ZCORE,zcore.network, 1-9, 06-08, 1-9, $100K-$499K
12453333,Networking Communications,networkingpty.com, 1-9, 04-05, 1-9, <$100K
12715477,RouteOne,routeone.com, 10-29, 21-25, 100-499, $10M-$24.9M
12715479,Sistemas Operativos Argentinos,sistemas-operativos.com.ar, 1-9, 04-05, 10-99, $1M-$2.49M
13108706,Media Pixeles,mediapixeles.com, 1-9, 11-15, 1-9, <$100K
12584419,Tecnored,tecnoredlatam.com, 1-9, 06-08, 1-9, <$100K
118621670,vtiger Peru,creantis.com, 1-9, 16-20, 1-9, $500K-$999K
12846570,Itera - Inovacao e Desenvolvimento Tecnologico,itera.com.br, 1-9, 16-20, 1-9, $500K-$999K
12715499,Mult Service Online,multserviceonline.com, 1-9, 04-05, 1-9, <$100K
12846572,,,,,,
12715502,apiglobalsolutions.com,apiglobalsolutions.com, 30-49, 31+, 1-9, $500K-$999K
13108721,4s sistemas,4ssistemas.com.br, 1-9, 26-30, 1-9, <$100K
12846578,optiproerp.com,optiproerp.com, 1-9, 11-15, 1-9, $500K-$999K
12715512,Tecnologia Orientada Al Servicio,tossa.com.mx, 1-9, 16-20, 10-99, $1M-$2.49M
92014073,KAGOOL,kagool.com, 10-29, 21-25, 100-499, $10M-$24.9M
12846589,Alitronsoluciones,alitronsoluciones.com, 1-9, 04-05, 1-9, <$100K
92145150,Corporacion Eminent,eminentpc.com, 1-9, 21-25, 1-9, <$100K
111937025,DOCKIT SOLUCIONES TECNOLOGICAS,dockit.pe, 1-9,-, 1-9, <$100K
118621697,edifito chile,edifito.com, 1-9, 21-25, 1-9, <$100K
15205896,54 Solutions,54solutions.com, 1-9, 04-05, 1-9, $500K-$999K
12715529,,,,,,
12715535,unic solutions,unicsolutions.com.br, 1-9, 16-20, 1-9, <$100K
114951696,Hospitality Software Development Services / Hsds,hsdsuk.com, 10-29, 11-15, 10-99, $1M-$2.49M
115082772,sieis network,sieis.net, 1-9, 11-15, 1-9, <$100K
12453399,Qualidade Web,qualidadeweb.com.br, 1-9, 04-05, 1-9, <$100K
13108763,,,,,,
12715549,"Inte Innovacion y Soluciones, S. de R.L. de C.V.",innte.com, 1-9, 04-05, 10-99, $1M-$2.49M
118621726,"KASPERSKY LAB, UNIPESSOAL, LDA",kaspersky.pt, 10-29, 26-30, 1-9, $1M-$2.49M
115082786,Scempresarial,scempresarial.com.mx, 1-9, 21-25, 10-99, $1M-$2.49M
92276262,Edg-Design,edgdesign.co, 1-9, 04-05, 1-9, <$100K
12584487,Grenzebach,grenzebach.com, 10-29, 31+, 500-999, $100M-$499M
12715562,FLAVIO JOSE DOS SANTOS ASSESSORIA,jetaconsultoria.com.br, 1-9, 11-15, 1-9, <$100K
13633067,Innova Print,innovaprint.com.gt, 1-9, 06-08, 1-9, <$100K
107349546,OPEN SYSTEMS,open-systems.ro, 1-9, 26-30, 1-9, $100K-$499K
13633071,Td Synnex,tdsynnex.com, 100+, 31+," 1,000+", $25B+
13108786,Tech Supplier,techsupplier.info, 10-29, 16-20, 10-99, $1M-$2.49M
15205940,lanticSoft,atlanticsoft.us, 1-9, 16-20, 10-99, $1M-$2.49M
15205941,Atom Soluciones,atomsoluciones.com, 1-9, 16-20, 1-9, $500K-$999K
13108788,SOFTBEL INFORMATICA,softbel.com.br, 1-9, 26-30, 1-9, $100K-$499K
111543860,I2I Pipelines,i2ipipelines.com, 10-29, 11-15, 10-99, $1M-$2.49M
15205944,Avalon Technologies,avalontech-ja.com, 1-9, 04-05, 1-9, $100K-$499K
12715577,QAD,qad.com, 50-99, 31+," 1,000+", $100M-$499M
12584518,Itelogic,itelogic.com, 1-9, 06-08, 1-9, $500K-$999K
15205961,Austral,australsys.com, 1-9, 11-15, 500-999, $50M-$99M
12846666,imnet.com,imnet.com, 1-9, 04-05, 1-9, $500K-$999K
13633097,Net2Phone,net2phone.com.br, 1-9, 02-03, 500-999, $50M-$99M
15205964,Alx Ingenieria,alxingenieria.com, 1-9, 06-08, 1-9, <$100K
115082826,SOFRE DIGITAL,sofredigital.com.ar, 1-9, 31+, 100-499, $10M-$24.9M
111806027,,,,,,
13633112,MATHEUS AUGUSTO BUOSI,rework.com.br, 1-9, 26-30, 10-99, $1M-$2.49M
13633117,Crayon Group Holding,crayon.com, 50-99, 31+," 1,000+", $500M-$999M
92145245,,,,,,
15205984,Arielweb,arielweb.com, 1-9, 04-05, 1-9, <$100K
111806051,telecomunicaciones mochis,tcm.mx, 1-9,-, 1-9, <$100K
92276335,LUAL INFORMATICA,lualinformatica.com.br, 1-9, 04-05, 1-9, $100K-$499K
115082864,,,,,,
12584567,ATINGO TECNOLOGIA E INFORMATICA,atingo.com.br, 1-9, 04-05, 1-9, $100K-$499K
12715639,,,,,,
111937147,Experiencias 100,100digital.com.co, 1-9, 06-08, 1-9, <$100K
15206020,ALSA COMPUTING SRL,alsa-computing.com, 1-9, 04-05, 1-9, <$100K
115082885,techfour,tfour.com.br, 1-9, 06-08, 1-9, <$100K
118621831,beerapp.net,beerapp.net, 10-29, 06-08, 1-9, <$100K
13108872,bafing.com,bafing.com, 1-9, 31+, 1-9, $500K-$999K
12715660,TELUS International,telusinternational.com, 100+, 16-20," 1,000+", $1B-$4.9B
111937165,"Ajuste Service, Comercio E Representacoes E Servicos De Eletroeletronicos E Info",ajusteservice.com.br, 1-9, 06-08, 1-9, <$100K
13108878,Bluesoft Sistemas,bluesoft.com.br, 1-9, 21-25, 100-499, $10M-$24.9M
115082893,tinet services,tinetservices.cl, 1-9, 06-08, 1-9, <$100K
12584589,Voll Solutions,vollsolutions.com.br, 1-9, 16-20, 10-99, $1M-$2.49M
13108884,ABC Solutions,abcsol.com.br, 1-9, 16-20, 10-99, $1M-$2.49M
118621844,global rastreamento e tecnologia,globalrastreamento.com, 1-9, 11-15, 1-9, <$100K
111806109,Astrum,telefoniaprivada.ar, 1-9, 31+, 1-9, <$100K
115345054,Senior Sistemas Grupo Ribeir,seniornoroeste.com.br, 1-9, 16-20, 10-99, $5M-$9.9M
13108895,ctn controlgas,ctn.mx, 1-9, 21-25, 1-9, <$100K
92276382,,,,,,
118621854,Geolabor,geolabor.com.br, 1-9, 11-15, 10-99, $1M-$2.49M
12715685,excelconsulting,excelconsulting.com.ar, 1-9, 21-25, 1-9, <$100K
15206054,Bantic Software,banticsoftware.com, 1-9, 04-05, 1-9, <$100K
13633191,City Computer Resources,ccrgoa.com, 1-9, 04-05, 1-9, <$100K
12453541,Neocomp Systems,neocomp.com, 1-9, 31+, 10-99, $1M-$2.49M
12715688,Tech Supply,techsupply.com.br, 1-9, 04-05, 100-499, $10M-$24.9M
12715689,Bcmex,bcmex.mx, 1-9, 26-30, 10-99, $1M-$2.49M
115082923,SOLUTICSA,soluticsa.com, 1-9, 21-25, 1-9, <$100K
115082924,sopfreed,sopfreed.com, 1-9, 06-08, 1-9, <$100K
13371057,Intellior,intellior.ag, 1-9, 31+, 10-99, $1M-$2.49M
13108914,Tuwebcard,tuwebcard.com, 1-9, 04-05, 1-9, <$100K
111937203,Altum Technologies,altum-tech.com, 1-9, 00-01, 1-9, <$100K
13633204,NetEx Systems,netex.com.ph, 1-9, 26-30, 1-9, <$100K
115082938,StarNet,starnetca.com, 1-9, 11-15, 1-9, <$100K
13633216,Vista Group International,vistagroup.co.nz, 1-9, 04-05, 500-999, $50M-$99M
107218641,DATA IMPULSE S.A.C.,di.pe, 1-9,-, 10-99, $100K-$499K
115214039,Onikom,onikom.com.mx, 1-9, 16-20, 10-99, $1M-$2.49M
13108956,Atir Engineering Software Development,atirsoft.com, 10-29, 31+, 10-99, $1M-$2.49M
107218653,,,,,,
12846818,c2csmartcompliance.com,c2csmartcompliance.com, 1-9, 04-05, 1-9, $500K-$999K
12715751,Webflow,webflow.com, 10-29, 11-15," 1,000+", $100M-$499M
12715756,Gers,gers.com.mx, 1-9, 06-08, 1-9, <$100K
115082989,tecnepi,tecnepi.com, 1-9, 06-08, 1-9, <$100K
13633266,eSolutions and Marketing,esolutions.com.au, 10-29, 26-30, 1-9, $500K-$999K
118621938,,,,,,
12453621,Vicon,vicon.com, 10-29, 31+, 100-499, $10M-$24.9M
12584694,datasiga engenharia de redes,datasiga.eng.br, 1-9, 16-20, 1-9, <$100K
15206135,BISSAN TECHNOLOGY SERVICES,bissantechnology.co.uk, 1-9, 04-05, 1-9, <$100K
12584696,S&D Tecnologia,sdtecnologia.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
92276476,Agapecomputacion,agapecomputacion.com, 1-9, 04-05, 1-9, <$100K
114951935,VEROFAX,verofax.com, 10-29, 06-08, 10-99, $2.5M-$4.9M
13108993,Initech Software Services Ltd,initech.co.il, 1-9, 16-20, 10-99, $1M-$2.49M
118621953,Analytic Edge,analytic-edge.com, 10-29, 11-15, 10-99, $1M-$2.49M
111937286,Axonsmarttechnologies,axonecuador.com, 1-9,-, 1-9, <$100K
13108999,IDEO Software de C.V.,ideosoftware.com.mx, 1-9, 11-15, 10-99, $500K-$999K
13109005,B2BSoftGuide,b2bsoftguide.com, 1-9, 04-05, 1-9, <$100K
15206158,Blackfish Web,blackfishweb.com, 1-9, 16-20, 1-9, <$100K
118621969,crombie,crombie.dev, 1-9, 16-20, 1-9, <$100K
12584723,NetSol,netsol.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
118621971,Adaware de C.V.,adaware.mx, 1-9, 31+, 10-99, $2.5M-$4.9M
12846870,InfoSol,infosol.com, 1-9, 26-30, 10-99, $1M-$2.49M
111937305,Buen Byte,buenbyte.com, 1-9, 11-15, 1-9, <$100K
13109018,3ntropy Technologies,3ntropy.net, 1-9, 11-15, 10-99, $1M-$2.49M
12846873,,,,,,
12453659,exporttek.com,exporttek.com, 10-29, 11-15, 1-9, $500K-$999K
13633310,Converge,converge.com, 30-49, 31+, 500-999, $50M-$99M
92276512,ISSO,isso.digital, 1-9, 04-05, 10-99, $500K-$999K
12584736,Iterando,iterando.mx, 1-9, 09-10, 1-9, $500K-$999K
13109032,Cova Comunicaciones de C.V.,covacomunicaciones.com.mx, 1-9, 04-05, 10-99, $1M-$2.49M
12715820,Omnibees,omnibees.com, 1-9, 11-15, 1-9, $500K-$999K
12715832,SKTI Tecnologia em Ti,skti.com.br, 1-9, 04-05, 10-99, $1M-$2.49M
12453689,,,,,,
13633341,Chongqing Angying Communication Technology,realme.com, 10-29, 06-08, 1-9, $1M-$2.49M
12584768,Wovenware,wovenware.com, 1-9, 21-25, 100-499, $50M-$99M
12453698,systrix criacao de infraestrutura eireli,systrix.com.br, 1-9, 16-20, 1-9, <$100K
92145476,Iaiautomationsystems,iaiautomationsystems.com, 1-9, 04-05, 1-9, <$100K
92145487,,,,,,
118622032,Zoomd Technologies,zoomd.com, 1-9, 11-15, 500-999, $25M-$49M
92276565,Open Internet Ec,openinternet.net.ec, 1-9, 16-20, 1-9, $500K-$999K
12715862,CLT AUTOMAZIONE SNC DI SIMONE CLERICO & C.,cltautomazione.com, 1-9, 16-20, 1-9, $100K-$499K
12453721,Alvasoft,alvasoft.cl, 1-9,-, 1-9, <$100K
12715865,Micro Advance Computer,macsa.com.pe, 1-9, 31+, 10-99, $1M-$2.49M
15206237,Cardenas Software,cardenassoftware.com, 1-9, 04-05, 1-9, <$100K
12584810,SALVADOR COMPUTADORES,salvadorcomputadores.com.br, 1-9, 11-15, 1-9, $100K-$499K
118622058,Fulcrum Biometrics,store.fulcrumbiometrics.co.uk, 1-9, 00-01, 1-9, <$100K
13633390,Icsi,icsicorp.com.mx, 1-9, 31+, 10-99, $5M-$9.9M
13633391,Aurora Multimedia Corp,auroramultimedia.com, 10-29, 26-30, 10-99, $1M-$2.49M
15206258,Connaxis,connaxis.hosting, 1-9, 04-05, 1-9, <$100K
107349876,OPENLAB INFORMATICA,openlab.com.br, 1-9, 21-25, 1-9, $500K-$999K
12715895,Usadao-informatica,usadaoinformatica.com.br, 1-9, 04-05, 1-9, <$100K
114952056,Vigigo Spa,vigigo.com, 1-9, 11-15, 1-9, $500K-$999K
12846974,Artweb,artweb.com.ec, 1-9, 11-15, 1-9, <$100K
12715910,mannesoft prime,mannesoftprime.com.br, 1-9, 04-05, 1-9, <$100K
13109138,Acr Telecom,acrtelecom.com.br, 1-9, 16-20, 1-9, <$100K
15206291,"Ipnet, Corp",ipnetpr.com, 1-9, 16-20, 10-99, $1M-$2.49M
115345302,SENSR.IT,sensrit.com.br, 1-9, 06-08, 1-9, $100K-$499K
13371287,NETLOGIC SISTEMAS INFORMATICOS SL,netlogic.es, 1-9, 04-05, 1-9, $100K-$499K
114952088,,,,,,
111806364,Computers Services S.R.L.,computersservices.com.py, 1-9, 21-25, 1-9, <$100K
13633438,Checkpoint Systems,checkpointsystems.com, 1-9, 31+," 1,000+", $100M-$499M
12584866,Mapsted,mapsted.com, 30-49, 11-15, 10-99, $1M-$2.49M
12847011,Multiple It Services,multipleitservices.com, 1-9, 04-05, 1-9, $500K-$999K
92145571,Virtual Solutions V&S,vsolutionsvs.com, 1-9, 16-20, 10-99, $1M-$2.49M
115083175,voke,voke.tech, 1-9, 31+, 1-9, <$100K
115083176,VOXLINK,voxlink.net, 1-9, 00-01, 1-9, $100K-$499K
12847017,DataHut,datahut.co, 1-9, 09-10, 10-99, $1M-$2.49M
118622122,WNI Mexico de C.V.,wni.com.mx, 1-9, 16-20, 1-9, <$100K
12584877,consultoria md de leon,tmdintegracion.com.mx, 1-9, 04-05, 1-9, <$100K
114952110,visie.com.br,visie.com.br, 1-9, 16-20, 1-9, $500K-$999K
12453812,Tecsys,tecsys.com, 10-29, 31+, 500-999, $100M-$499M
13633465,Ultimus,ultimus.com, 10-29, 31+, 100-499, $10M-$24.9M
13371325,,,,,,
